customer_id,age,gender,item_purchased,category,purchase_amount,location,size,color,season,review_rating,subscription_status,shipping_type,discount_applied,previous_purchases,payment_method,frequency_of_purchases,age_group,purchase_frequency_days,frequency,monetary,recency,R_score,F_score,M_score,RFM_score,customer_segment
3127,57,Female,Sunglasses,Accessories,76,Maine,L,Lavender,Winter,2.6,No,Store Pickup,No,28,Bank Transfer,Bi-Weekly,Middle-aged,14,28,76,14,4,3,3,433,High Value
3128,55,Female,Gloves,Accessories,94,Louisiana,M,Beige,Winter,3.4,No,Free Shipping,No,43,Credit Card,Every 3 Months,Middle-aged,90,43,94,90,2,4,4,244,Loyal
3129,65,Female,Jacket,Outerwear,32,Arkansas,S,Indigo,Fall,4.4,No,Standard,No,20,Cash,Annually,Senior,365,20,32,365,1,2,1,121,At Risk
3130,60,Female,Sandals,Footwear,20,Maryland,S,Cyan,Summer,4.7,No,Express,No,40,Venmo,Every 3 Months,Senior,90,40,20,90,2,4,1,241,At Risk
3131,52,Female,Pants,Clothing,20,Vermont,M,Yellow,Summer,4.5,No,Store Pickup,No,34,Venmo,Every 3 Months,Middle-aged,90,34,20,90,2,3,1,231,At Risk
3132,34,Female,Jacket,Outerwear,59,North Dakota,M,Peach,Fall,2.9,No,Store Pickup,No,11,Bank Transfer,Every 3 Months,Adult,90,11,59,90,2,1,2,212,Low Value
3133,33,Female,Sweater,Clothing,97,Michigan,M,Yellow,Summer,4.2,No,Express,No,26,Cash,Quarterly,Adult,90,26,97,90,2,3,4,234,Loyal
3134,58,Female,T-shirt,Clothing,68,Arkansas,M,Orange,Spring,4.1,No,Next Day Air,No,29,Cash,Bi-Weekly,Senior,14,29,68,14,4,3,3,433,High Value
3135,35,Female,Boots,Footwear,66,Kentucky,L,Gray,Spring,4.4,No,Store Pickup,No,47,Bank Transfer,Weekly,Adult,7,47,66,7,4,4,3,443,High Value
3136,68,Female,Shoes,Footwear,85,Indiana,L,Yellow,Spring,4.7,No,Free Shipping,No,48,Venmo,Fortnightly,Senior,14,48,85,14,4,4,4,444,High Value
3137,58,Female,Skirt,Clothing,32,Minnesota,M,Gray,Fall,3.1,No,Next Day Air,No,29,Cash,Bi-Weekly,Senior,14,29,32,14,4,3,1,431,Low Value
3138,34,Female,Coat,Outerwear,44,Louisiana,M,Turquoise,Spring,2.7,No,2-Day Shipping,No,14,Bank Transfer,Monthly,Adult,30,14,44,30,3,2,2,322,Low Value
3139,47,Female,Blouse,Clothing,95,Kentucky,L,Gray,Fall,4.6,No,Next Day Air,No,40,Cash,Every 3 Months,Middle-aged,90,40,95,90,2,4,4,244,Loyal
3140,35,Female,Sunglasses,Accessories,85,Georgia,M,Olive,Winter,4.4,No,Next Day Air,No,4,Venmo,Weekly,Adult,7,4,85,7,4,1,4,414,Low Value
3141,34,Female,Gloves,Accessories,44,Alaska,XL,Peach,Summer,4.6,No,Free Shipping,No,37,Bank Transfer,Weekly,Adult,7,37,44,7,4,3,2,432,Low Value
3142,36,Female,Sunglasses,Accessories,30,Mississippi,S,Peach,Winter,4.9,No,Express,No,47,Credit Card,Bi-Weekly,Adult,14,47,30,14,4,4,1,441,Low Value
3143,23,Female,Sneakers,Footwear,21,Kansas,L,Magenta,Winter,4.0,No,2-Day Shipping,No,1,Venmo,Quarterly,Young Adult,90,1,21,90,2,1,1,211,Low Value
3144,68,Female,Hoodie,Clothing,22,Arizona,M,Purple,Summer,2.9,No,Store Pickup,No,26,Cash,Quarterly,Senior,90,26,22,90,2,3,1,231,At Risk
3145,23,Female,Boots,Footwear,70,Maine,L,Beige,Spring,2.6,No,Free Shipping,No,12,Debit Card,Quarterly,Young Adult,90,12,70,90,2,1,3,213,Low Value
3146,57,Female,Handbag,Accessories,29,Texas,XL,Purple,Spring,4.6,No,Standard,No,16,PayPal,Fortnightly,Middle-aged,14,16,29,14,4,2,1,421,Low Value
3147,21,Female,Shirt,Clothing,83,Virginia,S,Yellow,Winter,4.9,No,Free Shipping,No,19,PayPal,Annually,Young Adult,365,19,83,365,1,2,4,124,At Risk
3148,45,Female,Sweater,Clothing,99,North Dakota,M,Pink,Winter,4.3,No,Express,No,21,Credit Card,Weekly,Middle-aged,7,21,99,7,4,2,4,424,Low Value
3149,37,Female,Shorts,Clothing,35,West Virginia,L,Purple,Fall,4.3,No,Free Shipping,No,15,Venmo,Weekly,Adult,7,15,35,7,4,2,1,421,Low Value
3150,18,Female,Belt,Accessories,40,North Carolina,M,Lavender,Winter,4.6,No,Free Shipping,No,9,Venmo,Annually,Young Adult,365,9,40,365,1,1,2,112,Low Value
3151,55,Female,Blouse,Clothing,25,Georgia,M,Peach,Spring,2.6,No,Express,No,7,Bank Transfer,Bi-Weekly,Middle-aged,14,7,25,14,4,1,1,411,Low Value
3152,52,Female,T-shirt,Clothing,64,New Mexico,L,Orange,Fall,3.1,No,2-Day Shipping,No,47,Bank Transfer,Quarterly,Middle-aged,90,47,64,90,2,4,3,243,Loyal
3153,49,Female,Belt,Accessories,90,North Carolina,M,Red,Fall,3.1,No,Store Pickup,No,17,PayPal,Monthly,Middle-aged,30,17,90,30,3,2,4,324,Low Value
3154,56,Female,Socks,Clothing,88,Alabama,L,Red,Fall,3.1,No,Next Day Air,No,46,Venmo,Fortnightly,Middle-aged,14,46,88,14,4,4,4,444,High Value
3155,27,Female,Belt,Accessories,55,Connecticut,M,Gold,Winter,4.4,No,Standard,No,32,Cash,Quarterly,Young Adult,90,32,55,90,2,3,2,232,At Risk
3156,22,Female,Handbag,Accessories,90,Montana,M,Brown,Fall,4.3,No,Free Shipping,No,34,Cash,Annually,Young Adult,365,34,90,365,1,3,4,134,Loyal
3157,18,Female,Shirt,Clothing,50,Montana,M,Black,Winter,3.1,No,2-Day Shipping,No,18,Cash,Monthly,Young Adult,30,18,50,30,3,2,2,322,Low Value
3158,21,Female,Belt,Accessories,34,Maine,L,Red,Fall,3.1,No,Store Pickup,No,5,Debit Card,Fortnightly,Young Adult,14,5,34,14,4,1,1,411,Low Value
3159,30,Female,Jewelry,Accessories,77,Mississippi,M,Gray,Winter,4.9,No,2-Day Shipping,No,44,Credit Card,Monthly,Young Adult,30,44,77,30,3,4,3,343,High Value
3160,62,Female,Hat,Accessories,89,Louisiana,L,Pink,Winter,2.9,No,Store Pickup,No,4,Bank Transfer,Quarterly,Senior,90,4,89,90,2,1,4,214,Low Value
3161,28,Female,Backpack,Accessories,87,Nebraska,XL,Turquoise,Fall,3.8,No,Next Day Air,No,37,Cash,Fortnightly,Young Adult,14,37,87,14,4,3,4,434,High Value
3162,66,Female,Dress,Clothing,77,Massachusetts,S,Charcoal,Winter,4.2,No,2-Day Shipping,No,43,Cash,Monthly,Senior,30,43,77,30,3,4,3,343,High Value
3163,66,Female,Shoes,Footwear,85,Wisconsin,L,Blue,Winter,3.9,No,Standard,No,28,Bank Transfer,Quarterly,Senior,90,28,85,90,2,3,4,234,Loyal
3164,49,Female,Pants,Clothing,66,Nebraska,XL,Turquoise,Summer,2.8,No,Express,No,36,Cash,Monthly,Middle-aged,30,36,66,30,3,3,3,333,High Value
3165,40,Female,Dress,Clothing,32,Arizona,L,Silver,Winter,2.6,No,Standard,No,16,Credit Card,Annually,Adult,365,16,32,365,1,2,1,121,At Risk
3166,49,Female,Jacket,Outerwear,92,Hawaii,M,Lavender,Spring,3.0,No,Store Pickup,No,38,Bank Transfer,Every 3 Months,Middle-aged,90,38,92,90,2,3,4,234,Loyal
3167,19,Female,Shirt,Clothing,80,Georgia,M,Gold,Winter,2.7,No,Next Day Air,No,37,Bank Transfer,Fortnightly,Young Adult,14,37,80,14,4,3,3,433,High Value
3168,24,Female,Dress,Clothing,78,Oregon,M,Blue,Fall,2.8,No,2-Day Shipping,No,9,Cash,Bi-Weekly,Young Adult,14,9,78,14,4,1,3,413,Low Value
3169,31,Female,Jeans,Clothing,24,Montana,M,Orange,Spring,2.9,No,2-Day Shipping,No,14,PayPal,Fortnightly,Young Adult,14,14,24,14,4,2,1,421,Low Value
3170,35,Female,T-shirt,Clothing,59,Georgia,M,White,Fall,3.8,No,Free Shipping,No,3,Venmo,Weekly,Adult,7,3,59,7,4,1,2,412,Low Value
3171,65,Female,Sunglasses,Accessories,41,Rhode Island,XL,Charcoal,Spring,4.4,No,Express,No,10,Credit Card,Fortnightly,Senior,14,10,41,14,4,1,2,412,Low Value
3172,68,Female,Jewelry,Accessories,26,Tennessee,M,Maroon,Spring,3.1,No,Express,No,26,Bank Transfer,Bi-Weekly,Senior,14,26,26,14,4,3,1,431,Low Value
3173,57,Female,Socks,Clothing,52,Missouri,M,Olive,Fall,3.7,No,Standard,No,30,Debit Card,Bi-Weekly,Middle-aged,14,30,52,14,4,3,2,432,Low Value
3174,69,Female,Skirt,Clothing,46,Washington,L,Teal,Summer,4.9,No,Next Day Air,No,32,PayPal,Fortnightly,Senior,14,32,46,14,4,3,2,432,Low Value
3175,45,Female,Pants,Clothing,52,Oklahoma,L,Orange,Winter,3.8,No,Store Pickup,No,35,PayPal,Monthly,Middle-aged,30,35,52,30,3,3,2,332,Low Value
3176,35,Female,Socks,Clothing,42,Connecticut,M,Maroon,Fall,3.4,No,Store Pickup,No,26,Debit Card,Every 3 Months,Adult,90,26,42,90,2,3,2,232,At Risk
3177,36,Female,Sandals,Footwear,37,Arkansas,XL,Turquoise,Spring,4.6,No,2-Day Shipping,No,39,Credit Card,Monthly,Adult,30,39,37,30,3,4,1,341,Low Value
3178,55,Female,Belt,Accessories,52,Missouri,L,Beige,Fall,3.2,No,Standard,No,31,Credit Card,Monthly,Middle-aged,30,31,52,30,3,3,2,332,Low Value
3179,66,Female,Sandals,Footwear,34,Washington,L,Beige,Spring,2.7,No,Free Shipping,No,28,Credit Card,Annually,Senior,365,28,34,365,1,3,1,131,At Risk
3180,57,Female,Shorts,Clothing,88,Idaho,M,Olive,Spring,4.3,No,Free Shipping,No,12,Debit Card,Bi-Weekly,Middle-aged,14,12,88,14,4,1,4,414,Low Value
3181,18,Female,Handbag,Accessories,88,Montana,L,Turquoise,Fall,3.8,No,Standard,No,46,PayPal,Weekly,Young Adult,7,46,88,7,4,4,4,444,High Value
3182,31,Female,Jacket,Outerwear,51,Montana,M,Charcoal,Summer,4.4,No,Free Shipping,No,27,PayPal,Every 3 Months,Young Adult,90,27,51,90,2,3,2,232,At Risk
3183,50,Female,Sunglasses,Accessories,97,Georgia,L,Green,Fall,3.6,No,Free Shipping,No,4,Credit Card,Annually,Middle-aged,365,4,97,365,1,1,4,114,Low Value
3184,50,Female,Sneakers,Footwear,56,Mississippi,M,Green,Winter,3.5,No,Standard,No,14,Cash,Every 3 Months,Middle-aged,90,14,56,90,2,2,2,222,At Risk
3185,61,Female,Sweater,Clothing,53,Hawaii,L,Green,Spring,4.2,No,2-Day Shipping,No,30,Venmo,Quarterly,Senior,90,30,53,90,2,3,2,232,At Risk
3186,52,Female,Skirt,Clothing,71,Ohio,L,Gold,Fall,4.7,No,Express,No,6,PayPal,Annually,Middle-aged,365,6,71,365,1,1,3,113,Low Value
3187,38,Female,Jewelry,Accessories,93,Virginia,S,Cyan,Winter,4.8,No,Store Pickup,No,43,Venmo,Annually,Adult,365,43,93,365,1,4,4,144,Loyal
3188,67,Female,Blouse,Clothing,72,Texas,L,Indigo,Winter,3.2,No,Free Shipping,No,28,Debit Card,Weekly,Senior,7,28,72,7,4,3,3,433,High Value
3189,42,Female,Blouse,Clothing,59,Vermont,M,Lavender,Winter,3.5,No,Standard,No,39,Bank Transfer,Monthly,Adult,30,39,59,30,3,4,2,342,Low Value
3190,25,Female,Boots,Footwear,87,Kansas,M,Beige,Summer,4.2,No,Store Pickup,No,30,PayPal,Bi-Weekly,Young Adult,14,30,87,14,4,3,4,434,High Value
3191,41,Female,Jeans,Clothing,78,California,S,Purple,Fall,3.4,No,Free Shipping,No,5,Credit Card,Fortnightly,Adult,14,5,78,14,4,1,3,413,Low Value
3192,62,Female,Hoodie,Clothing,68,Mississippi,XL,Maroon,Winter,4.7,No,Store Pickup,No,42,Credit Card,Every 3 Months,Senior,90,42,68,90,2,4,3,243,Loyal
3193,19,Female,Sweater,Clothing,76,Iowa,S,Maroon,Fall,3.0,No,Free Shipping,No,20,Cash,Fortnightly,Young Adult,14,20,76,14,4,2,3,423,Low Value
3194,63,Female,Gloves,Accessories,99,Virginia,L,Teal,Winter,4.0,No,Express,No,35,Credit Card,Fortnightly,Senior,14,35,99,14,4,3,4,434,High Value
3195,43,Female,Sneakers,Footwear,52,Maryland,L,Gold,Summer,4.6,No,Standard,No,10,Credit Card,Bi-Weekly,Adult,14,10,52,14,4,1,2,412,Low Value
3196,68,Female,Sunglasses,Accessories,58,Missouri,S,Red,Spring,4.9,No,Next Day Air,No,36,Credit Card,Quarterly,Senior,90,36,58,90,2,3,2,232,At Risk
3197,24,Female,Belt,Accessories,59,Wisconsin,L,Maroon,Winter,2.8,No,Express,No,21,Debit Card,Fortnightly,Young Adult,14,21,59,14,4,2,2,422,Low Value
3198,27,Female,Sweater,Clothing,71,Maine,M,Teal,Spring,3.2,No,Free Shipping,No,29,Credit Card,Every 3 Months,Young Adult,90,29,71,90,2,3,3,233,Loyal
3199,61,Female,Gloves,Accessories,94,Pennsylvania,L,Peach,Winter,2.8,No,Free Shipping,No,39,Debit Card,Weekly,Senior,7,39,94,7,4,4,4,444,High Value
3200,59,Female,Handbag,Accessories,40,Maine,XL,Pink,Winter,4.2,No,Express,No,16,PayPal,Monthly,Senior,30,16,40,30,3,2,2,322,Low Value
3201,67,Female,Socks,Clothing,24,Missouri,L,Black,Spring,4.8,No,Free Shipping,No,32,Credit Card,Monthly,Senior,30,32,24,30,3,3,1,331,Low Value
3202,46,Female,Pants,Clothing,38,Vermont,S,Indigo,Fall,2.8,No,2-Day Shipping,No,34,Cash,Monthly,Middle-aged,30,34,38,30,3,3,1,331,Low Value
3203,65,Female,Scarf,Accessories,37,Wisconsin,L,Green,Fall,4.5,No,Standard,No,38,Venmo,Annually,Senior,365,38,37,365,1,3,1,131,At Risk
3204,63,Female,Coat,Outerwear,29,New Jersey,L,Teal,Spring,4.1,No,Express,No,14,Venmo,Annually,Senior,365,14,29,365,1,2,1,121,At Risk
3205,57,Female,Jacket,Outerwear,92,New Mexico,XL,Lavender,Fall,4.3,No,Free Shipping,No,23,Debit Card,Bi-Weekly,Middle-aged,14,23,92,14,4,2,4,424,Low Value
3206,40,Female,Hoodie,Clothing,24,Colorado,XL,Magenta,Fall,4.4,No,2-Day Shipping,No,50,Bank Transfer,Every 3 Months,Adult,90,50,24,90,2,4,1,241,At Risk
3207,36,Female,Boots,Footwear,52,California,M,Brown,Winter,3.0,No,Free Shipping,No,49,PayPal,Monthly,Adult,30,49,52,30,3,4,2,342,Low Value
3208,67,Female,Socks,Clothing,29,Arizona,XL,Beige,Summer,2.7,No,Next Day Air,No,14,PayPal,Annually,Senior,365,14,29,365,1,2,1,121,At Risk
3209,61,Female,Jewelry,Accessories,30,Indiana,L,Indigo,Winter,3.3,No,2-Day Shipping,No,42,PayPal,Weekly,Senior,7,42,30,7,4,4,1,441,Low Value
3210,64,Female,Shoes,Footwear,31,Arkansas,L,Peach,Fall,4.3,No,Standard,No,39,Debit Card,Annually,Senior,365,39,31,365,1,4,1,141,At Risk
3211,30,Female,Socks,Clothing,67,Nevada,M,Magenta,Summer,2.9,No,Express,No,43,Venmo,Bi-Weekly,Young Adult,14,43,67,14,4,4,3,443,High Value
3212,53,Female,Pants,Clothing,65,Rhode Island,L,Turquoise,Winter,4.9,No,Standard,No,12,Cash,Monthly,Middle-aged,30,12,65,30,3,1,3,313,Low Value
3213,27,Female,Sneakers,Footwear,22,Wyoming,M,Indigo,Winter,3.6,No,2-Day Shipping,No,21,Debit Card,Weekly,Young Adult,7,21,22,7,4,2,1,421,Low Value
3214,27,Female,Sunglasses,Accessories,56,Texas,M,Brown,Winter,3.3,No,Standard,No,33,Credit Card,Monthly,Young Adult,30,33,56,30,3,3,2,332,Low Value
3215,53,Female,Skirt,Clothing,78,Washington,M,Yellow,Spring,3.1,No,Free Shipping,No,6,Debit Card,Annually,Middle-aged,365,6,78,365,1,1,3,113,Low Value
3216,34,Female,Coat,Outerwear,90,Rhode Island,M,Magenta,Summer,2.7,No,Free Shipping,No,10,PayPal,Every 3 Months,Adult,90,10,90,90,2,1,4,214,Low Value
3217,39,Female,Hoodie,Clothing,85,Illinois,S,Olive,Winter,3.4,No,Next Day Air,No,18,Cash,Weekly,Adult,7,18,85,7,4,2,4,424,Low Value
3218,44,Female,Sunglasses,Accessories,58,Oregon,M,Silver,Fall,3.4,No,Express,No,46,Venmo,Weekly,Adult,7,46,58,7,4,4,2,442,Low Value
3219,37,Female,Skirt,Clothing,34,Florida,M,Teal,Fall,3.9,No,Express,No,49,PayPal,Monthly,Adult,30,49,34,30,3,4,1,341,Low Value
3220,57,Female,Coat,Outerwear,40,Kansas,L,White,Summer,3.5,No,2-Day Shipping,No,39,Credit Card,Weekly,Middle-aged,7,39,40,7,4,4,2,442,Low Value
3221,38,Female,Handbag,Accessories,29,North Dakota,M,Blue,Fall,4.1,No,Free Shipping,No,16,Cash,Monthly,Adult,30,16,29,30,3,2,1,321,Low Value
3222,21,Female,T-shirt,Clothing,76,New Hampshire,M,Yellow,Winter,3.2,No,Standard,No,28,Cash,Annually,Young Adult,365,28,76,365,1,3,3,133,Loyal
3223,45,Female,Sunglasses,Accessories,84,Texas,S,Maroon,Fall,4.6,No,Store Pickup,No,22,PayPal,Quarterly,Middle-aged,90,22,84,90,2,2,4,224,At Risk
3224,68,Female,Shirt,Clothing,65,Montana,S,Gray,Spring,3.9,No,Standard,No,36,Venmo,Bi-Weekly,Senior,14,36,65,14,4,3,3,433,High Value
3225,37,Female,Hoodie,Clothing,80,Delaware,L,Indigo,Winter,2.7,No,Free Shipping,No,18,PayPal,Monthly,Adult,30,18,80,30,3,2,3,323,Low Value
3226,53,Female,Blouse,Clothing,98,New Hampshire,M,Pink,Fall,3.0,No,Store Pickup,No,31,Credit Card,Weekly,Middle-aged,7,31,98,7,4,3,4,434,High Value
3227,57,Female,Sneakers,Footwear,71,Minnesota,XL,Beige,Spring,3.3,No,Next Day Air,No,38,Bank Transfer,Fortnightly,Middle-aged,14,38,71,14,4,3,3,433,High Value
3228,28,Female,Scarf,Accessories,69,Alaska,XL,White,Fall,2.7,No,Free Shipping,No,42,Debit Card,Quarterly,Young Adult,90,42,69,90,2,4,3,243,Loyal
3229,37,Female,Jewelry,Accessories,95,Connecticut,M,Yellow,Spring,4.6,No,2-Day Shipping,No,27,PayPal,Annually,Adult,365,27,95,365,1,3,4,134,Loyal
3230,54,Female,Pants,Clothing,67,Connecticut,M,Teal,Fall,2.7,No,Express,No,24,Cash,Monthly,Middle-aged,30,24,67,30,3,2,3,323,Low Value
3231,49,Female,Sneakers,Footwear,49,Kansas,M,Olive,Summer,2.5,No,Next Day Air,No,38,Debit Card,Annually,Middle-aged,365,38,49,365,1,3,2,132,At Risk
3232,62,Female,Shoes,Footwear,97,Nevada,M,Maroon,Winter,4.4,No,Free Shipping,No,9,Credit Card,Annually,Senior,365,9,97,365,1,1,4,114,Low Value
3233,45,Female,T-shirt,Clothing,34,Massachusetts,M,White,Spring,4.0,No,Next Day Air,No,19,Bank Transfer,Monthly,Middle-aged,30,19,34,30,3,2,1,321,Low Value
3234,45,Female,Belt,Accessories,74,Indiana,M,Lavender,Fall,3.8,No,Express,No,11,Debit Card,Bi-Weekly,Middle-aged,14,11,74,14,4,1,3,413,Low Value
3235,49,Female,Jewelry,Accessories,96,Washington,M,Black,Winter,2.5,No,2-Day Shipping,No,16,Debit Card,Quarterly,Middle-aged,90,16,96,90,2,2,4,224,At Risk
3236,27,Female,Belt,Accessories,68,Kansas,M,Green,Summer,4.0,No,Free Shipping,No,18,Venmo,Monthly,Young Adult,30,18,68,30,3,2,3,323,Low Value
3237,63,Female,Belt,Accessories,84,South Carolina,L,Olive,Fall,4.1,No,Next Day Air,No,8,Cash,Monthly,Senior,30,8,84,30,3,1,4,314,Low Value
3238,61,Female,T-shirt,Clothing,57,Vermont,M,Gray,Summer,2.8,No,Express,No,4,Cash,Weekly,Senior,7,4,57,7,4,1,2,412,Low Value
3239,25,Female,Sneakers,Footwear,84,Wyoming,XL,Teal,Fall,3.4,No,2-Day Shipping,No,37,Cash,Quarterly,Young Adult,90,37,84,90,2,3,4,234,Loyal
3240,33,Female,Sunglasses,Accessories,32,Colorado,M,Charcoal,Fall,2.7,No,2-Day Shipping,No,30,Cash,Monthly,Adult,30,30,32,30,3,3,1,331,Low Value
3241,56,Female,Sandals,Footwear,37,West Virginia,M,Violet,Fall,3.8,No,2-Day Shipping,No,37,Bank Transfer,Monthly,Middle-aged,30,37,37,30,3,3,1,331,Low Value
3242,50,Female,Handbag,Accessories,58,Connecticut,M,Lavender,Summer,4.4,No,Store Pickup,No,30,PayPal,Quarterly,Middle-aged,90,30,58,90,2,3,2,232,At Risk
3243,45,Female,Socks,Clothing,74,Oregon,S,Beige,Fall,2.8,No,Express,No,17,Venmo,Weekly,Middle-aged,7,17,74,7,4,2,3,423,Low Value
3244,45,Female,Hoodie,Clothing,99,Idaho,L,Black,Summer,5.0,No,Store Pickup,No,11,Bank Transfer,Every 3 Months,Middle-aged,90,11,99,90,2,1,4,214,Low Value
3245,65,Female,Sweater,Clothing,81,Arkansas,M,Black,Fall,4.7,No,Express,No,42,Credit Card,Annually,Senior,365,42,81,365,1,4,3,143,Loyal
3246,63,Female,Pants,Clothing,76,Kansas,M,Purple,Fall,3.2,No,Next Day Air,No,20,Cash,Weekly,Senior,7,20,76,7,4,2,3,423,Low Value
3247,70,Female,Sneakers,Footwear,98,Michigan,M,Magenta,Summer,2.9,No,Store Pickup,No,37,Cash,Monthly,Senior,30,37,98,30,3,3,4,334,High Value
3248,53,Female,Gloves,Accessories,91,Arkansas,M,Teal,Summer,3.7,No,Express,No,12,PayPal,Fortnightly,Middle-aged,14,12,91,14,4,1,4,414,Low Value
3249,22,Female,T-shirt,Clothing,79,Pennsylvania,S,Teal,Summer,4.2,No,Free Shipping,No,41,Bank Transfer,Quarterly,Young Adult,90,41,79,90,2,4,3,243,Loyal
3250,26,Female,Backpack,Accessories,83,Virginia,M,Pink,Summer,3.4,No,Express,No,32,Credit Card,Quarterly,Young Adult,90,32,83,90,2,3,4,234,Loyal
3251,23,Female,Coat,Outerwear,90,Minnesota,M,Teal,Spring,2.9,No,2-Day Shipping,No,15,Venmo,Weekly,Young Adult,7,15,90,7,4,2,4,424,Low Value
3252,25,Female,Coat,Outerwear,20,Nevada,M,Gold,Winter,3.7,No,Standard,No,39,Venmo,Quarterly,Young Adult,90,39,20,90,2,4,1,241,At Risk
3253,69,Female,Sandals,Footwear,21,Montana,L,Brown,Spring,2.7,No,Store Pickup,No,48,Credit Card,Fortnightly,Senior,14,48,21,14,4,4,1,441,Low Value
3254,36,Female,Backpack,Accessories,60,Nebraska,M,Brown,Fall,3.2,No,2-Day Shipping,No,8,Venmo,Fortnightly,Adult,14,8,60,14,4,1,2,412,Low Value
3255,21,Female,Sweater,Clothing,31,Indiana,S,Magenta,Winter,4.9,No,Store Pickup,No,11,Bank Transfer,Every 3 Months,Young Adult,90,11,31,90,2,1,1,211,Low Value
3256,57,Female,Shorts,Clothing,40,New Jersey,M,Black,Fall,2.8,No,Next Day Air,No,36,Bank Transfer,Monthly,Middle-aged,30,36,40,30,3,3,2,332,Low Value
3257,60,Female,Sunglasses,Accessories,26,Wisconsin,L,Teal,Winter,4.7,No,Free Shipping,No,50,Venmo,Every 3 Months,Senior,90,50,26,90,2,4,1,241,At Risk
3258,44,Female,Shirt,Clothing,98,Minnesota,M,Brown,Fall,3.3,No,Express,No,39,Venmo,Every 3 Months,Adult,90,39,98,90,2,4,4,244,Loyal
3259,31,Female,Shoes,Footwear,51,New Jersey,M,Magenta,Spring,4.3,No,Express,No,11,Credit Card,Bi-Weekly,Young Adult,14,11,51,14,4,1,2,412,Low Value
3260,57,Female,Hat,Accessories,95,Oklahoma,XL,Indigo,Fall,3.7,No,2-Day Shipping,No,5,Debit Card,Every 3 Months,Middle-aged,90,5,95,90,2,1,4,214,Low Value
3261,39,Female,Scarf,Accessories,36,Wisconsin,M,Violet,Summer,4.5,No,2-Day Shipping,No,7,Credit Card,Annually,Adult,365,7,36,365,1,1,1,111,Low Value
3262,48,Female,Belt,Accessories,52,Rhode Island,L,Cyan,Winter,3.4,No,Store Pickup,No,50,Debit Card,Weekly,Middle-aged,7,50,52,7,4,4,2,442,Low Value
3263,42,Female,T-shirt,Clothing,35,Indiana,M,Violet,Spring,2.7,No,Standard,No,21,Cash,Every 3 Months,Adult,90,21,35,90,2,2,1,221,At Risk
3264,56,Female,Shorts,Clothing,68,Vermont,S,Black,Fall,4.4,No,Express,No,31,Debit Card,Fortnightly,Middle-aged,14,31,68,14,4,3,3,433,High Value
3265,28,Female,Pants,Clothing,50,Maine,S,Charcoal,Winter,4.0,No,Express,No,39,Cash,Bi-Weekly,Young Adult,14,39,50,14,4,4,2,442,Low Value
3266,40,Female,Sunglasses,Accessories,100,Alabama,M,White,Winter,3.2,No,Express,No,28,Credit Card,Fortnightly,Adult,14,28,100,14,4,3,4,434,High Value
3267,49,Female,Coat,Outerwear,74,Alabama,S,Gray,Winter,4.2,No,Next Day Air,No,33,Bank Transfer,Weekly,Middle-aged,7,33,74,7,4,3,3,433,High Value
3268,37,Female,Hoodie,Clothing,45,Idaho,L,Pink,Winter,3.0,No,Store Pickup,No,42,Credit Card,Quarterly,Adult,90,42,45,90,2,4,2,242,At Risk
3269,22,Female,Dress,Clothing,97,Arkansas,M,Cyan,Fall,2.8,No,Free Shipping,No,5,Bank Transfer,Every 3 Months,Young Adult,90,5,97,90,2,1,4,214,Low Value
3270,27,Female,Blouse,Clothing,60,Ohio,M,Blue,Winter,4.9,No,Express,No,25,Cash,Monthly,Young Adult,30,25,60,30,3,2,2,322,Low Value
3271,59,Female,Socks,Clothing,25,Illinois,M,Indigo,Winter,4.7,No,Express,No,48,PayPal,Annually,Senior,365,48,25,365,1,4,1,141,At Risk
3272,35,Female,Socks,Clothing,55,Nevada,XL,Magenta,Spring,4.4,No,Standard,No,30,Credit Card,Weekly,Adult,7,30,55,7,4,3,2,432,Low Value
3273,58,Female,Shoes,Footwear,99,Texas,M,Lavender,Winter,3.1,No,Next Day Air,No,34,PayPal,Quarterly,Senior,90,34,99,90,2,3,4,234,Loyal
3274,58,Female,Belt,Accessories,45,Nevada,S,Orange,Summer,2.6,No,Free Shipping,No,34,PayPal,Every 3 Months,Senior,90,34,45,90,2,3,2,232,At Risk
3275,46,Female,Sweater,Clothing,20,Oklahoma,M,Cyan,Spring,3.9,No,Store Pickup,No,14,Cash,Fortnightly,Middle-aged,14,14,20,14,4,2,1,421,Low Value
3276,43,Female,Pants,Clothing,88,Alabama,XL,Green,Summer,2.6,No,2-Day Shipping,No,2,Debit Card,Weekly,Adult,7,2,88,7,4,1,4,414,Low Value
3277,39,Female,Scarf,Accessories,99,South Dakota,M,White,Summer,4.0,No,Store Pickup,No,41,PayPal,Every 3 Months,Adult,90,41,99,90,2,4,4,244,Loyal
3278,59,Female,Skirt,Clothing,86,Texas,M,Blue,Spring,4.9,No,Store Pickup,No,3,Credit Card,Monthly,Senior,30,3,86,30,3,1,4,314,Low Value
3279,59,Female,Dress,Clothing,70,Montana,M,Black,Summer,3.3,No,2-Day Shipping,No,18,Bank Transfer,Weekly,Senior,7,18,70,7,4,2,3,423,Low Value
3280,59,Female,Hat,Accessories,50,Wyoming,S,Red,Fall,3.0,No,Express,No,1,Debit Card,Fortnightly,Senior,14,1,50,14,4,1,2,412,Low Value
